Name,Equities,pct,id,Ranking,Sector1,Sector2,Indice
Wellington Management Co. LLP,56559255,1.86,JPMORGAN-CHASE-CO,7,Financials,Banks - NEC,DOWJONES30
Geode Capital Management LLC,45078060,1.48,JPMORGAN-CHASE-CO,8,Financials,Banks - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",43673344,1.43,JPMORGAN-CHASE-CO,9,Financials,Banks - NEC,DOWJONES30
Fidelity Management & Research Co.,40662557,1.33,JPMORGAN-CHASE-CO,10,Financials,Banks - NEC,DOWJONES30
"The Vanguard Group, Inc.",103102400,8.31,NIKE-INC,1,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
Oak Hill Investment Management LP,102145048,8.24,NIKE-INC,2,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
"SSgA Funds Management, Inc.",58651054,4.73,NIKE-INC,3,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
Philip Knight,33721743,2.72,NIKE-INC,4,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
BlackRock Fund Advisors,30400092,2.45,NIKE-INC,5,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
Fidelity Management & Research Co.,28726364,2.32,NIKE-INC,6,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
Wellington Management Co. LLP,22175695,1.79,NIKE-INC,7,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
Geode Capital Management LLC,21107272,1.7,NIKE-INC,8,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
Capital Research & Management Co. (World Investors),20704258,1.67,NIKE-INC,9,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",20172513,1.63,NIKE-INC,10,Consumer Cyclical,Sports & Outdoor Footwear,DOWJONES30
"The Vanguard Group, Inc.",152496001,8.17,CHEVRON-CORPORATION,1,Energy,Petroleum Refining,DOWJONES30
Capital Research & Management Co.,130620010,7,CHEVRON-CORPORATION,2,Energy,Petroleum Refining,DOWJONES30
"SSgA Funds Management, Inc.",117055351,6.27,CHEVRON-CORPORATION,3,Energy,Petroleum Refining,DOWJONES30
BlackRock Fund Advisors,45405403,2.43,CHEVRON-CORPORATION,4,Energy,Petroleum Refining,DOWJONES30
Capital Research & Management Co. (International Investors),36799529,1.97,CHEVRON-CORPORATION,5,Energy,Petroleum Refining,DOWJONES30
Geode Capital Management LLC,28195690,1.51,CHEVRON-CORPORATION,6,Energy,Petroleum Refining,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",26986456,1.45,CHEVRON-CORPORATION,7,Energy,Petroleum Refining,DOWJONES30
Wellington Management Co. LLP,21751805,1.17,CHEVRON-CORPORATION,8,Energy,Petroleum Refining,DOWJONES30
Norges Bank Investment Management,21287736,1.14,CHEVRON-CORPORATION,9,Energy,Petroleum Refining,DOWJONES30
"JPMorgan Investment Management, Inc.",19870304,1.06,CHEVRON-CORPORATION,10,Energy,Petroleum Refining,DOWJONES30
"The Vanguard Group, Inc.",204131242,8.08,MERCK-CO-INC,1,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Capital Research & Management Co.,138704087,5.49,MERCK-CO-INC,2,Healthcare,Pharmaceuticals - NEC,DOWJONES30
"SSgA Funds Management, Inc.",117343358,4.65,MERCK-CO-INC,3,Healthcare,Pharmaceuticals - NEC,DOWJONES30
BlackRock Fund Advisors,62974508,2.49,MERCK-CO-INC,4,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Wellington Management Co. LLP,47867455,1.9,MERCK-CO-INC,5,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Geode Capital Management LLC,39876903,1.58,MERCK-CO-INC,6,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Capital Research & Management Co. (World Investors),38212072,1.51,MERCK-CO-INC,7,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Putnam LLC,36951155,1.46,MERCK-CO-INC,8,Healthcare,Pharmaceuticals - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",32900519,1.3,MERCK-CO-INC,9,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Janus Capital Management LLC,29308122,1.16,MERCK-CO-INC,10,Healthcare,Pharmaceuticals - NEC,DOWJONES30
"SSgA Funds Management, Inc.",90559856,5.97,RAYTHEON-TECHNOLOGIES-COR,1,Industrials,Aerospace & Defense - NEC,DOWJONES30
"The Vanguard Group, Inc.",68393335,4.51,RAYTHEON-TECHNOLOGIES-COR,2,Industrials,Aerospace & Defense - NEC,DOWJONES30
Capital Research & Management Co.,58115000,3.83,RAYTHEON-TECHNOLOGIES-COR,3,Industrials,Aerospace & Defense - NEC,DOWJONES30
Wellington Management Co. LLP,21964210,1.45,RAYTHEON-TECHNOLOGIES-COR,4,Industrials,Aerospace & Defense - NEC,DOWJONES30
Dodge & Cox,19038170,1.26,RAYTHEON-TECHNOLOGIES-COR,5,Industrials,Aerospace & Defense - NEC,DOWJONES30
BlackRock Fund Advisors,18944671,1.25,RAYTHEON-TECHNOLOGIES-COR,6,Industrials,Aerospace & Defense - NEC,DOWJONES30
Geode Capital Management LLC,11617385,0.77,RAYTHEON-TECHNOLOGIES-COR,7,Industrials,Aerospace & Defense - NEC,DOWJONES30
ClearBridge Investments LLC,10748198,0.71,RAYTHEON-TECHNOLOGIES-COR,8,Industrials,Aerospace & Defense - NEC,DOWJONES30
Massachusetts Financial Services Co.,10494968,0.69,RAYTHEON-TECHNOLOGIES-COR,9,Industrials,Aerospace & Defense - NEC,DOWJONES30
Morgan Stanley Smith Barney LLC (Invt Mgmt),10321095,0.68,RAYTHEON-TECHNOLOGIES-COR,10,Industrials,Aerospace & Defense - NEC,DOWJONES30
"The Vanguard Group, Inc.",349089278,8.24,INTEL-CORPORATION,1,Technology,Semiconductors - NEC,DOWJONES30
Capital Research & Management Co.,208997900,4.94,INTEL-CORPORATION,2,Technology,Semiconductors - NEC,DOWJONES30
"SSgA Funds Management, Inc.",192537623,4.55,INTEL-CORPORATION,3,Technology,Semiconductors - NEC,DOWJONES30
Capital Research & Management Co. (International Investors),115587413,2.73,INTEL-CORPORATION,4,Technology,Semiconductors - NEC,DOWJONES30
BlackRock Fund Advisors,105276778,2.49,INTEL-CORPORATION,5,Technology,Semiconductors - NEC,DOWJONES30
Putnam LLC,83509908,1.97,INTEL-CORPORATION,6,Technology,Semiconductors - NEC,DOWJONES30
Geode Capital Management LLC,71885174,1.7,INTEL-CORPORATION,7,Technology,Semiconductors - NEC,DOWJONES30
Wellington Management Co. LLP,65542290,1.55,INTEL-CORPORATION,8,Technology,Semiconductors - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",57250734,1.35,INTEL-CORPORATION,9,Technology,Semiconductors - NEC,DOWJONES30
Norges Bank Investment Management,49568825,1.17,INTEL-CORPORATION,10,Technology,Semiconductors - NEC,DOWJONES30
"The Vanguard Group, Inc.",318233931,7.69,VERIZON-COMMUNICATIONS,1,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
"SSgA Funds Management, Inc.",164118549,3.97,VERIZON-COMMUNICATIONS,2,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
Capital Research & Management Co.,148746149,3.59,VERIZON-COMMUNICATIONS,3,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
BlackRock Fund Advisors,101812805,2.46,VERIZON-COMMUNICATIONS,4,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
Wellington Management Co. LLP,78021983,1.89,VERIZON-COMMUNICATIONS,5,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
Geode Capital Management LLC,63513728,1.53,VERIZON-COMMUNICATIONS,6,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
Capital Research & Management Co. (World Investors),54544125,1.32,VERIZON-COMMUNICATIONS,7,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",52657011,1.27,VERIZON-COMMUNICATIONS,8,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
Norges Bank Investment Management,45202140,1.09,VERIZON-COMMUNICATIONS,9,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
"JPMorgan Investment Management, Inc.",38546348,0.93,VERIZON-COMMUNICATIONS,10,Telecommunications Services,Integrated Telecommunications Services - NEC,DOWJONES30
"The Vanguard Group, Inc.",336871479,7.96,EXXON-MOBIL-CORPORATION,1,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
"SSgA Funds Management, Inc.",206504078,4.88,EXXON-MOBIL-CORPORATION,2,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
BlackRock Fund Advisors,103418538,2.44,EXXON-MOBIL-CORPORATION,3,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
Putnam LLC,73221934,1.73,EXXON-MOBIL-CORPORATION,4,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
Geode Capital Management LLC,62862809,1.49,EXXON-MOBIL-CORPORATION,5,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
Capital Research & Management Co.,56065500,1.33,EXXON-MOBIL-CORPORATION,6,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
Fidelity Management & Research Co.,55685963,1.32,EXXON-MOBIL-CORPORATION,7,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",54342424,1.28,EXXON-MOBIL-CORPORATION,8,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
Capital Research & Management Co. (Global Investors),45190005,1.07,EXXON-MOBIL-CORPORATION,9,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
Norges Bank Investment Management,43794686,1.04,EXXON-MOBIL-CORPORATION,10,Energy,Oil & Gas Refining and Marketing - NEC,DOWJONES30
"Berkshire Hathaway, Inc. (Investment Management)",400000000,9.31,THE-COCA-COLA-COMPANY,1,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
"The Vanguard Group, Inc.",307628771,7.16,THE-COCA-COLA-COMPANY,2,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
Capital Research & Management Co.,232215000,5.41,THE-COCA-COLA-COMPANY,3,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
"SSgA Funds Management, Inc.",183307489,4.27,THE-COCA-COLA-COMPANY,4,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
Wellington Management Co. LLP,102693257,2.39,THE-COCA-COLA-COMPANY,5,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
BlackRock Fund Advisors,95489817,2.22,THE-COCA-COLA-COMPANY,6,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
Geode Capital Management LLC,54112313,1.26,THE-COCA-COLA-COMPANY,7,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",49819132,1.16,THE-COCA-COLA-COMPANY,8,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
Fidelity Management & Research Co.,48551725,1.13,THE-COCA-COLA-COMPANY,9,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
Putnam LLC,46139306,1.07,THE-COCA-COLA-COMPANY,10,Consumer Non-Cyclical,Non-Alcoholic Beverages - NEC,DOWJONES30
"The Vanguard Group, Inc.",340910151,8.04,CISCO-SYSTEMS-INC,1,Technology,Communications & Networking - NEC,DOWJONES30
Capital Research & Management Co.,267033380,6.3,CISCO-SYSTEMS-INC,2,Technology,Communications & Networking - NEC,DOWJONES30
"SSgA Funds Management, Inc.",185835548,4.38,CISCO-SYSTEMS-INC,3,Technology,Communications & Networking - NEC,DOWJONES30
BlackRock Fund Advisors,104109565,2.45,CISCO-SYSTEMS-INC,4,Technology,Communications & Networking - NEC,DOWJONES30
Wellington Management Co. LLP,94598864,2.23,CISCO-SYSTEMS-INC,5,Technology,Communications & Networking - NEC,DOWJONES30
Putnam LLC,90337076,2.13,CISCO-SYSTEMS-INC,6,Technology,Communications & Networking - NEC,DOWJONES30
Geode Capital Management LLC,62331398,1.47,CISCO-SYSTEMS-INC,7,Technology,Communications & Networking - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",56871118,1.34,CISCO-SYSTEMS-INC,8,Technology,Communications & Networking - NEC,DOWJONES30
Managed Account Advisors LLC,53916774,1.27,CISCO-SYSTEMS-INC,9,Technology,Communications & Networking - NEC,DOWJONES30
Norges Bank Investment Management,47899436,1.13,CISCO-SYSTEMS-INC,10,Technology,Communications & Networking - NEC,DOWJONES30
Stefano Pessina,144971528,16.5,WALGREENS-BOOTS-ALLIANCE,1,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
Capital Research & Management Co.,102068800,11.6,WALGREENS-BOOTS-ALLIANCE,2,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
"The Vanguard Group, Inc.",67699415,7.72,WALGREENS-BOOTS-ALLIANCE,3,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
"SSgA Funds Management, Inc.",46681845,5.32,WALGREENS-BOOTS-ALLIANCE,4,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
Kohlberg Kravis Roberts & Co. LP,21888376,2.5,WALGREENS-BOOTS-ALLIANCE,5,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
BlackRock Fund Advisors,17947302,2.05,WALGREENS-BOOTS-ALLIANCE,6,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
The Caisse de dépôt et placement du Québec,14818565,1.69,WALGREENS-BOOTS-ALLIANCE,7,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
Walter Scott & Partners Ltd.,12128036,1.38,WALGREENS-BOOTS-ALLIANCE,8,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
Geode Capital Management LLC,11478627,1.31,WALGREENS-BOOTS-ALLIANCE,9,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
Fidelity Management & Research Co.,10359343,1.18,WALGREENS-BOOTS-ALLIANCE,10,Consumer Non-Cyclical,Drug Retailers - NEC,DOWJONES30
"The Vanguard Group, Inc.",434835751,7.84,PFIZER-INC,1,Healthcare,Pharmaceuticals - NEC,DOWJONES30
"SSgA Funds Management, Inc.",292621398,5.27,PFIZER-INC,2,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Capital Research & Management Co. (World Investors),224808113,4.05,PFIZER-INC,3,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Wellington Management Co. LLP,218676145,3.94,PFIZER-INC,4,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Capital Research & Management Co.,142320700,2.57,PFIZER-INC,5,Healthcare,Pharmaceuticals - NEC,DOWJONES30
BlackRock Fund Advisors,134032629,2.42,PFIZER-INC,6,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Putnam LLC,101553726,1.83,PFIZER-INC,7,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Geode Capital Management LLC,89953885,1.62,PFIZER-INC,8,Healthcare,Pharmaceuticals - NEC,DOWJONES30
"Northern Trust Investments, Inc.(Investment Management)",70016053,1.26,PFIZER-INC,9,Healthcare,Pharmaceuticals - NEC,DOWJONES30
Norges Bank Investment Management,59372776,1.07,PFIZER-INC,10,Healthcare,Pharmaceuticals - NEC,DOWJONES30
"The Vanguard Group, Inc.",315934247,7.22,APPLE-INC,1,Technology,Phones & Smart Phones,"NASDAQ100"
"Berkshire Hathaway, Inc. (Investment Management)",245155566,5.6,APPLE-INC,2,Technology,Phones & Smart Phones,"NASDAQ100"
"SSgA Funds Management, Inc.",180558954,4.13,APPLE-INC,3,Technology,Phones & Smart Phones,"NASDAQ100"
BlackRock Fund Advisors,100597132,2.3,APPLE-INC,4,Technology,Phones & Smart Phones,"NASDAQ100"
Capital Research & Management Co.,94499790,2.16,APPLE-INC,5,Technology,Phones & Smart Phones,"NASDAQ100"
Fidelity Management & Research Co.,85450224,1.95,APPLE-INC,6,Technology,Phones & Smart Phones,"NASDAQ100"
Geode Capital Management LLC,64178586,1.47,APPLE-INC,7,Technology,Phones & Smart Phones,"NASDAQ100"
Regents of the University of California,58784320,1.34,APPLE-INC,8,Technology,Phones & Smart Phones,"NASDAQ100"
"T. Rowe Price Associates, Inc. (Investment Management)",56203762,1.28,APPLE-INC,9,Technology,Phones & Smart Phones,"NASDAQ100"
"Northern Trust Investments, Inc.(Investment Management)",53859611,1.23,APPLE-INC,10,Technology,Phones & Smart Phones,"NASDAQ100"
"The Vanguard Group, Inc.",603109511,7.95,MICROSOFT-CORPORATION,1,Technology,Software - NEC,"NASDAQ100"
Capital Research & Management Co.,556573400,7.34,MICROSOFT-CORPORATION,2,Technology,Software - NEC,"NASDAQ100"
"SSgA Funds Management, Inc.",314771248,4.15,MICROSOFT-CORPORATION,3,Technology,Software - NEC,"NASDAQ100"
Fidelity Management & Research Co.,221883722,2.93,MICROSOFT-CORPORATION,4,Technology,Software - NEC,"NASDAQ100"
BlackRock Fund Advisors,183455207,2.42,MICROSOFT-CORPORATION,5,Technology,Software - NEC,"NASDAQ100"
"T. Rowe Price Associates, Inc. (Investment Management)",172056401,2.27,MICROSOFT-CORPORATION,6,Technology,Software - NEC,"NASDAQ100"
Capital Research & Management Co. (World Investors),139116236,1.83,MICROSOFT-CORPORATION,7,Technology,Software - NEC,"NASDAQ100"
Putnam LLC,121797960,1.61,MICROSOFT-CORPORATION,8,Technology,Software - NEC,"NASDAQ100"
Geode Capital Management LLC,115684966,1.53,MICROSOFT-CORPORATION,9,Technology,Software - NEC,"NASDAQ100"
Capital Research & Management Co. (International Investors),103523946,1.37,MICROSOFT-CORPORATION,10,Technology,Software - NEC,"NASDAQ100"
Jeff Bezos,55491372,11.1,AMAZON-COM-INC,1,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
"The Vanguard Group, Inc.",30922206,6.2,AMAZON-COM-INC,2,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
Mackenzie T Bezos,19498534,3.91,AMAZON-COM-INC,3,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
"SSgA Funds Management, Inc.",16267474,3.26,AMAZON-COM-INC,4,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
"T. Rowe Price Associates, Inc. (Investment Management)",15605864,3.13,AMAZON-COM-INC,5,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
Fidelity Management & Research Co.,15150747,3.04,AMAZON-COM-INC,6,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
BlackRock Fund Advisors,10056321,2.02,AMAZON-COM-INC,7,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
Geode Capital Management LLC,6048684,1.21,AMAZON-COM-INC,8,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
"Northern Trust Investments, Inc.(Investment Management)",4847522,0.97,AMAZON-COM-INC,9,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
Capital Research & Management Co. (International Investors),4599769,0.92,AMAZON-COM-INC,10,Consumer Cyclical,Internet & Mail Order Department Stores,"NASDAQ100"
"The Vanguard Group, Inc.",177016568,7.36,FACEBOOK,1,Technology,Social Media & Networking,"NASDAQ100"
Fidelity Management & Research Co.,119735681,4.98,FACEBOOK,2,Technology,Social Media & Networking,"NASDAQ100"
"T. Rowe Price Associates, Inc. (Investment Management)",108819909,4.52,FACEBOOK,3,Technology,Social Media & Networking,"NASDAQ100"
"SSgA Funds Management, Inc.",95449004,3.97,FACEBOOK,4,Technology,Social Media & Networking,"NASDAQ100"
Capital Research & Management Co. (Global Investors),72328001,3.01,FACEBOOK,5,Technology,Social Media & Networking,"NASDAQ100"
BlackRock Fund Advisors,57672853,2.4,FACEBOOK,6,Technology,Social Media & Networking,"NASDAQ100"
Capital Research & Management Co. (International Investors),51583155,2.14,FACEBOOK,7,Technology,Social Media & Networking,"NASDAQ100"
Capital Research & Management Co. (World Investors),40433503,1.68,FACEBOOK,8,Technology,Social Media & Networking,"NASDAQ100"
Geode Capital Management LLC,34812327,1.45,FACEBOOK,9,Technology,Social Media & Networking,"NASDAQ100"
"Northern Trust Investments, Inc.(Investment Management)",27734123,1.15,FACEBOOK,10,Technology,Social Media & Networking,"NASDAQ100"
"The Vanguard Group, Inc.",22046441,7.35,ALPHABET-INC,1,Technology,Search Engines,"NASDAQ100"
Capital Research & Management Co.,14943250,4.98,ALPHABET-INC,2,Technology,Search Engines,"NASDAQ100"
Fidelity Management & Research Co.,12057044,4.02,ALPHABET-INC,3,Technology,Search Engines,"NASDAQ100"
"SSgA Funds Management, Inc.",11689009,3.9,ALPHABET-INC,4,Technology,Search Engines,"NASDAQ100"
BlackRock Fund Advisors,7273905,2.42,ALPHABET-INC,5,Technology,Search Engines,"NASDAQ100"
"T. Rowe Price Associates, Inc. (Investment Management)",7084564,2.36,ALPHABET-INC,6,Technology,Search Engines,"NASDAQ100"
Norges Bank Investment Management,5082064,1.69,ALPHABET-INC,7,Technology,Search Engines,"NASDAQ100"
Geode Capital Management LLC,4844024,1.61,ALPHABET-INC,8,Technology,Search Engines,"NASDAQ100"
Wellington Management Co. LLP,4485396,1.49,ALPHABET-INC,9,Technology,Search Engines,"NASDAQ100"
"Northern Trust Investments, Inc.(Investment Management)",3774414,1.26,ALPHABET-INC,10,Technology,Search Engines,"NASDAQ100"
"The Vanguard Group, Inc.",349089278,8.24,INTEL-CORPORATION,1,Technology,Semiconductors - NEC,"NASDAQ100"
Capital Research & Management Co.,208997900,4.94,INTEL-CORPORATION,2,Technology,Semiconductors - NEC,"NASDAQ100"
"SSgA Funds Management, Inc.",192537623,4.55,INTEL-CORPORATION,3,Technology,Semiconductors - NEC,"NASDAQ100"
Capital Research & Management Co. (International Investors),115587413,2.73,INTEL-CORPORATION,4,Technology,Semiconductors - NEC,"NASDAQ100"
BlackRock Fund Advisors,105276778,2.49,INTEL-CORPORATION,5,Technology,Semiconductors - NEC,"NASDAQ100"
Putnam LLC,83509908,1.97,INTEL-CORPORATION,6,Technology,Semiconductors - NEC,"NASDAQ100"
Geode Capital Management LLC,71885174,1.7,INTEL-CORPORATION,7,Technology,Semiconductors - NEC,"NASDAQ100"
Wellington Management Co. LLP,65542290,1.55,INTEL-CORPORATION,8,Technology,Semiconductors - NEC,"NASDAQ100"
"Northern Trust Investments, Inc.(Investment Management)",57250734,1.35,INTEL-CORPORATION,9,Technology,Semiconductors - NEC,"NASDAQ100"
Norges Bank Investment Management,49568825,1.17,INTEL-CORPORATION,10,Technology,Semiconductors - NEC,"NASDAQ100"
"The Vanguard Group, Inc.",394033276,8.65,COMCAST-CORPORATION,1,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
"SSgA Funds Management, Inc.",175742450,3.86,COMCAST-CORPORATION,2,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
Capital Research & Management Co. (International Investors),159780593,3.51,COMCAST-CORPORATION,3,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
Massachusetts Financial Services Co.,138261715,3.04,COMCAST-CORPORATION,4,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
Wellington Management Co. LLP,115259630,2.53,COMCAST-CORPORATION,5,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
BlackRock Fund Advisors,110297342,2.42,COMCAST-CORPORATION,6,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
Capital Research & Management Co. (World Investors),96029604,2.11,COMCAST-CORPORATION,7,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
Dodge & Cox,82760641,1.82,COMCAST-CORPORATION,8,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
ClearBridge Investments LLC,81382434,1.79,COMCAST-CORPORATION,9,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
Fidelity Management & Research Co.,72275148,1.59,COMCAST-CORPORATION,10,Consumer Cyclical,Broadcasting - NEC,"NASDAQ100"
"The Vanguard Group, Inc.",340910151,8.04,CISCO-SYSTEMS-INC,1,Technology,Communications & Networking - NEC,"NASDAQ100"
Capital Research & Management Co.,267033380,6.3,CISCO-SYSTEMS-INC,2,Technology,Communications & Networking - NEC,"NASDAQ100"
"SSgA Funds Management, Inc.",185835548,4.38,CISCO-SYSTEMS-INC,3,Technology,Communications & Networking - NEC,"NASDAQ100"
BlackRock Fund Advisors,104109565,2.45,CISCO-SYSTEMS-INC,4,Technology,Communications & Networking - NEC,"NASDAQ100"
Wellington Management Co. LLP,94598864,2.23,CISCO-SYSTEMS-INC,5,Technology,Communications & Networking - NEC,"NASDAQ100"
Putnam LLC,90337076,2.13,CISCO-SYSTEMS-INC,6,Technology,Communications & Networking - NEC,"NASDAQ100"
Geode Capital Management LLC,62331398,1.47,CISCO-SYSTEMS-INC,7,Technology,Communications & Networking - NEC,"NASDAQ100"
"Northern Trust Investments, Inc.(Investment Management)",56871118,1.34,CISCO-SYSTEMS-INC,8,Technology,Communications & Networking - NEC,"NASDAQ100"
Managed Account Advisors LLC,53916774,1.27,CISCO-SYSTEMS-INC,9,Technology,Communications & Networking - NEC,"NASDAQ100"
Norges Bank Investment Management,47899436,1.13,CISCO-SYSTEMS-INC,10,Technology,Communications & Networking - NEC,"NASDAQ100"
"The Vanguard Group, Inc.",110450063,7.96,PEPSICO-INC,1,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
Capital Research & Management Co.,104375468,7.52,PEPSICO-INC,2,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
"SSgA Funds Management, Inc.",66071399,4.76,PEPSICO-INC,3,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
BlackRock Fund Advisors,34780313,2.51,PEPSICO-INC,4,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
Wellington Management Co. LLP,21528315,1.55,PEPSICO-INC,5,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
Geode Capital Management LLC,20644181,1.49,PEPSICO-INC,6,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
Putnam LLC,20225656,1.46,PEPSICO-INC,7,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
"Northern Trust Investments, Inc.(Investment Management)",18939167,1.36,PEPSICO-INC,8,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
Trian Fund Management LP,18316211,1.32,PEPSICO-INC,9,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
Fidelity Management & Research Co.,15411201,1.11,PEPSICO-INC,10,Consumer Non-Cyclical,Carbonated Soft Drinks,"NASDAQ100"
"The Vanguard Group, Inc.",37250495,7.73,ADOBE-INC,1,Technology,Application Software,"NASDAQ100"
Fidelity Management & Research Co.,34126260,7.08,ADOBE-INC,2,Technology,Application Software,"NASDAQ100"
"SSgA Funds Management, Inc.",19895885,4.13,ADOBE-INC,3,Technology,Application Software,"NASDAQ100"
PRIMECAP Management Co.,12497790,2.59,ADOBE-INC,4,Technology,Application Software,"NASDAQ100"
BlackRock Fund Advisors,12184372,2.53,ADOBE-INC,5,Technology,Application Software,"NASDAQ100"
Putnam LLC,10687834,2.22,ADOBE-INC,6,Technology,Application Software,"NASDAQ100"
Bowman Capital Management,8000000,1.66,ADOBE-INC,7,Technology,Application Software,"NASDAQ100"
Jennison Associates LLC,7486574,1.55,ADOBE-INC,8,Technology,Application Software,"NASDAQ100"
Janus Capital Management LLC,7357428,1.53,ADOBE-INC,9,Technology,Application Software,"NASDAQ100"
