Name,Equities,pct,id,Ranking,Sector1,Sector2,Indice
Lyxor International Asset Management SAS,1531051,0.71,HITACHI-CONSTRUCTION-MACH,10,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
Seiko Epson Corporation,53443872,13.4,SEIKO-EPSON-CORPORATION,1,Technology,Office Equipment - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",29719900,7.44,SEIKO-EPSON-CORPORATION,2,Technology,Office Equipment - NEC,NIKKEI225
Sanko Kigyo Co.,20000000,5,SEIKO-EPSON-CORPORATION,3,Technology,Office Equipment - NEC,NIKKEI225
"Asset Management One Co., Ltd.",13811400,3.46,SEIKO-EPSON-CORPORATION,4,Technology,Office Equipment - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",13744500,3.44,SEIKO-EPSON-CORPORATION,5,Technology,Office Equipment - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,13643590,3.41,SEIKO-EPSON-CORPORATION,6,Technology,Office Equipment - NEC,NIKKEI225
Seiko Holdings Corporation,12000000,3,SEIKO-EPSON-CORPORATION,7,Technology,Office Equipment - NEC,NIKKEI225
Estate of Yasuo Hattori,11932612,2.99,SEIKO-EPSON-CORPORATION,8,Technology,Office Equipment - NEC,NIKKEI225
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",10194300,2.55,SEIKO-EPSON-CORPORATION,9,Technology,Office Equipment - NEC,NIKKEI225
"Dai-ichi Life Holdings, Inc.",8736000,2.19,SEIKO-EPSON-CORPORATION,10,Technology,Office Equipment - NEC,NIKKEI225
Meiji Yasuda Life Insurance Co.,64846000,4.36,MITSUBISHI-CORPORATION,1,Industrials,Diversified Trading & Distributing,NIKKEI225
"Tokio Marine Holdings, Inc.",61335105,4.13,MITSUBISHI-CORPORATION,2,Industrials,Diversified Trading & Distributing,NIKKEI225
"Nomura Asset Management Co., Ltd.",52354087,3.52,MITSUBISHI-CORPORATION,3,Industrials,Diversified Trading & Distributing,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",48980000,3.3,MITSUBISHI-CORPORATION,4,Industrials,Diversified Trading & Distributing,NIKKEI225
Ichigo Asset Management International Pte Ltd.,38500000,2.59,MITSUBISHI-CORPORATION,5,Industrials,Diversified Trading & Distributing,NIKKEI225
"The Vanguard Group, Inc.",35252531,2.37,MITSUBISHI-CORPORATION,6,Industrials,Diversified Trading & Distributing,NIKKEI225
Mitsubishi Heavy Industries Pension Fund,32276000,2.17,MITSUBISHI-CORPORATION,7,Industrials,Diversified Trading & Distributing,NIKKEI225
"Nikko Asset Management Co., Ltd.",27967200,1.88,MITSUBISHI-CORPORATION,8,Industrials,Diversified Trading & Distributing,NIKKEI225
Daiwa Asset Management Co. Ltd.,25034941,1.69,MITSUBISHI-CORPORATION,9,Industrials,Diversified Trading & Distributing,NIKKEI225
"Wells Capital Management, Inc.",22340000,1.5,MITSUBISHI-CORPORATION,10,Industrials,Diversified Trading & Distributing,NIKKEI225
"Nomura Asset Management Co., Ltd.",34445100,3.95,AEON-CO-LTD,1,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
"Asset Management One Co., Ltd.",30054500,3.45,AEON-CO-LTD,2,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
"Mizuho Financial Group, Inc.",25414000,2.91,AEON-CO-LTD,3,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
"Aeon Co., Ltd.",24453700,2.8,AEON-CO-LTD,4,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",23125560,2.65,AEON-CO-LTD,5,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
AEON Environment Foundation,21709000,2.49,AEON-CO-LTD,6,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
Cultural Foundation of Okada,21242000,2.44,AEON-CO-LTD,7,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
"The Vanguard Group, Inc.",20147841,2.31,AEON-CO-LTD,8,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
Japan Agricultural Cooperatives Group,18133000,2.08,AEON-CO-LTD,9,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,15243493,1.75,AEON-CO-LTD,10,Consumer Non-Cyclical,Food Retail & Distribution - NEC,NIKKEI225
ITOCHU Corporation,92240439,5.82,ITOCHU-CORPORATION,1,Industrials,Diversified Trading & Distributing,NIKKEI225
"Asset Management One Co., Ltd.",65133152,4.11,ITOCHU-CORPORATION,2,Industrials,Diversified Trading & Distributing,NIKKEI225
Chearavanont Family,63500000,4.01,ITOCHU-CORPORATION,3,Industrials,Diversified Trading & Distributing,NIKKEI225
"Nomura Asset Management Co., Ltd.",54007585,3.41,ITOCHU-CORPORATION,4,Industrials,Diversified Trading & Distributing,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",44433200,2.8,ITOCHU-CORPORATION,5,Industrials,Diversified Trading & Distributing,NIKKEI225
Fidelity Management & Research Co.,42325449,2.67,ITOCHU-CORPORATION,6,Industrials,Diversified Trading & Distributing,NIKKEI225
"The Vanguard Group, Inc.",39576979,2.5,ITOCHU-CORPORATION,7,Industrials,Diversified Trading & Distributing,NIKKEI225
"MS&AD Insurance Group Holdings, Inc.",38769117,2.45,ITOCHU-CORPORATION,8,Industrials,Diversified Trading & Distributing,NIKKEI225
Nippon Life Insurance Co.,34056000,2.15,ITOCHU-CORPORATION,9,Industrials,Diversified Trading & Distributing,NIKKEI225
"Mizuho Financial Group, Inc.",31200000,1.97,ITOCHU-CORPORATION,10,Industrials,Diversified Trading & Distributing,NIKKEI225
"Nomura Asset Management Co., Ltd.",19267700,6.68,DENTSU-GROUP-INC,1,Consumer Cyclical,Advertising Agency,NIKKEI225
Kyodo News,18988800,6.58,DENTSU-GROUP-INC,2,Consumer Cyclical,Advertising Agency,NIKKEI225
Jiji Press Ltd.,16028680,5.56,DENTSU-GROUP-INC,3,Consumer Cyclical,Advertising Agency,NIKKEI225
"Asset Management One Co., Ltd.",11683000,4.05,DENTSU-GROUP-INC,4,Consumer Cyclical,Advertising Agency,NIKKEI225
Dentsu Group Inc.,11438353,3.97,DENTSU-GROUP-INC,5,Consumer Cyclical,Advertising Agency,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",9391300,3.26,DENTSU-GROUP-INC,6,Consumer Cyclical,Advertising Agency,NIKKEI225
Daiwa Asset Management Co. Ltd.,7988094,2.77,DENTSU-GROUP-INC,7,Consumer Cyclical,Advertising Agency,NIKKEI225
"Nikko Asset Management Co., Ltd.",7711000,2.67,DENTSU-GROUP-INC,8,Consumer Cyclical,Advertising Agency,NIKKEI225
"The Vanguard Group, Inc.",6222282,2.16,DENTSU-GROUP-INC,9,Consumer Cyclical,Advertising Agency,NIKKEI225
Dentsu Group Employee Stock Ownership Plan,6047569,2.1,DENTSU-GROUP-INC,10,Consumer Cyclical,Advertising Agency,NIKKEI225
Toyota Motor Corporation,153600000,20,SUBARU-CORPORATION,1,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",37647600,4.89,SUBARU-CORPORATION,2,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"EdgePoint Investment Group, Inc.",24019788,3.12,SUBARU-CORPORATION,3,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"The Vanguard Group, Inc.",17746143,2.31,SUBARU-CORPORATION,4,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,14023088,1.82,SUBARU-CORPORATION,5,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",12711097,1.65,SUBARU-CORPORATION,6,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"Mizuho Financial Group, Inc.",10078000,1.31,SUBARU-CORPORATION,7,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"Sompo Holdings, Inc.",9726000,1.26,SUBARU-CORPORATION,8,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
Norges Bank Investment Management,9032149,1.17,SUBARU-CORPORATION,9,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"Tokio Marine Holdings, Inc.",8236281,1.07,SUBARU-CORPORATION,10,Consumer Cyclical,Auto & Truck Manufacturers - NEC,NIKKEI225
"Kirin Holdings Company, Limited",79990721,8.75,KIRIN-HOLDINGS-COMPANY-L,1,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",39634400,4.34,KIRIN-HOLDINGS-COMPANY-L,2,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",38041600,4.16,KIRIN-HOLDINGS-COMPANY-L,3,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
"Asset Management One Co., Ltd.",37416800,4.09,KIRIN-HOLDINGS-COMPANY-L,4,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
Capital Research & Management Co. (Global Investors),33277748,3.64,KIRIN-HOLDINGS-COMPANY-L,5,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
Meiji Yasuda Life Insurance Co.,32996000,3.61,KIRIN-HOLDINGS-COMPANY-L,6,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
BlackRock Fund Advisors,25542278,2.79,KIRIN-HOLDINGS-COMPANY-L,7,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
"The Vanguard Group, Inc.",22858473,2.5,KIRIN-HOLDINGS-COMPANY-L,8,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,16852990,1.84,KIRIN-HOLDINGS-COMPANY-L,9,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
Capital Research & Management Co. (World Investors),16671400,1.82,KIRIN-HOLDINGS-COMPANY-L,10,Consumer Non-Cyclical,Brewers - NEC,NIKKEI225
Government of Japan,666926200,33.3,JAPAN-TOBACCO-INC,1,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
Japan Tobacco Inc.,225957300,11.3,JAPAN-TOBACCO-INC,2,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
"Nomura Asset Management Co., Ltd.",46846086,2.34,JAPAN-TOBACCO-INC,3,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
"The Vanguard Group, Inc.",37164547,1.86,JAPAN-TOBACCO-INC,4,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
Mizuho Bank Pension Fund,23660000,1.18,JAPAN-TOBACCO-INC,5,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
Daiwa Asset Management Co. Ltd.,21183686,1.06,JAPAN-TOBACCO-INC,6,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
"Nikko Asset Management Co., Ltd.",19354594,0.97,JAPAN-TOBACCO-INC,7,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
Massachusetts Financial Services Co.,15582231,0.78,JAPAN-TOBACCO-INC,8,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
Capital Research & Management Co. (World Investors),14005800,0.7,JAPAN-TOBACCO-INC,9,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
Capital Research & Management Co. (Global Investors),13419500,0.67,JAPAN-TOBACCO-INC,10,Consumer Non-Cyclical,Cigars & Cigarette Manufacturing,NIKKEI225
"Nomura Asset Management Co., Ltd.",51818600,5.33,KOMATSU-LTD,1,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
"Thornburg Investment Management, Inc.",32059303,3.3,KOMATSU-LTD,2,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
"T&D Holdings, Inc.",30600000,3.15,KOMATSU-LTD,3,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
Komatsu Ltd.,27714800,2.85,KOMATSU-LTD,4,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
Nippon Life Insurance Co.,26626000,2.74,KOMATSU-LTD,5,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
"The Vanguard Group, Inc.",26544924,2.73,KOMATSU-LTD,6,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
BlackRock Fund Advisors,25027202,2.57,KOMATSU-LTD,7,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
Capital Research & Management Co. (World Investors),24728832,2.54,KOMATSU-LTD,8,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,17858571,1.84,KOMATSU-LTD,9,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
"Sumitomo Mitsui Financial Group, Inc.",17835000,1.83,KOMATSU-LTD,10,Industrials,Heavy Machinery & Vehicles - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",28639800,5.22,AJINOMOTO-CO-INC,1,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Dai-ichi Life Holdings, Inc.",26199000,4.77,AJINOMOTO-CO-INC,2,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Nippon Life Insurance Co.,25706000,4.68,AJINOMOTO-CO-INC,3,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Mitsubishi UFJ Financial Group, Inc.",22657000,4.13,AJINOMOTO-CO-INC,4,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Asset Management One Co., Ltd.",18791200,3.42,AJINOMOTO-CO-INC,5,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",15465000,2.82,AJINOMOTO-CO-INC,6,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"The Vanguard Group, Inc.",14413633,2.62,AJINOMOTO-CO-INC,7,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",13108600,2.39,AJINOMOTO-CO-INC,8,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Meiji Yasuda Life Insurance Co.,12624000,2.3,AJINOMOTO-CO-INC,9,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,11270194,2.05,AJINOMOTO-CO-INC,10,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",7802100,7.58,NH-FOODS-LTD,1,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Asset Management One Co., Ltd.",5344400,5.19,NH-FOODS-LTD,2,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Japan Agricultural Cooperatives Group,4576000,4.44,NH-FOODS-LTD,3,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Mitsubishi UFJ Financial Group, Inc.",3798439,3.69,NH-FOODS-LTD,4,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"The Hyakujushi Bank, Ltd.",3768000,3.66,NH-FOODS-LTD,5,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",3696700,3.59,NH-FOODS-LTD,6,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Meiji Yasuda Life Insurance Co.,3677000,3.57,NH-FOODS-LTD,7,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,3486994,3.39,NH-FOODS-LTD,8,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",2999800,2.91,NH-FOODS-LTD,9,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"The Vanguard Group, Inc.",2897065,2.81,NH-FOODS-LTD,10,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",49736548,5.08,MITSUI-FUDOSAN-CO-LTD,1,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",36724332,3.75,MITSUI-FUDOSAN-CO-LTD,2,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"The Vanguard Group, Inc.",32658068,3.34,MITSUI-FUDOSAN-CO-LTD,3,Financials,Real Estate Development & Operations - NEC,NIKKEI225
BlackRock Fund Advisors,32298660,3.3,MITSUI-FUDOSAN-CO-LTD,4,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",18571000,1.9,MITSUI-FUDOSAN-CO-LTD,5,Financials,Real Estate Development & Operations - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,18467089,1.89,MITSUI-FUDOSAN-CO-LTD,6,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"BlackRock Japan Co., Ltd.",15559900,1.59,MITSUI-FUDOSAN-CO-LTD,7,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Sumitomo Mitsui Financial Group, Inc.",14837000,1.52,MITSUI-FUDOSAN-CO-LTD,8,Financials,Real Estate Development & Operations - NEC,NIKKEI225
CBRE Clarion Securities LLC,14705900,1.5,MITSUI-FUDOSAN-CO-LTD,9,Financials,Real Estate Development & Operations - NEC,NIKKEI225
Norges Bank Investment Management,13625713,1.39,MITSUI-FUDOSAN-CO-LTD,10,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",27077000,6.58,YAMATO-HOLDINGS-CO-LTD,1,Industrials,Air Freight & Logistics - NEC,NIKKEI225
"Yamato Holdings Co., Ltd.",26124466,6.35,YAMATO-HOLDINGS-CO-LTD,2,Industrials,Air Freight & Logistics - NEC,NIKKEI225
Yamato Group Employee Stock Ownership Plan,20754000,5.05,YAMATO-HOLDINGS-CO-LTD,3,Industrials,Air Freight & Logistics - NEC,NIKKEI225
Nippon Life Insurance Co.,14770000,3.59,YAMATO-HOLDINGS-CO-LTD,4,Industrials,Air Freight & Logistics - NEC,NIKKEI225
Meiji Yasuda Life Insurance Co.,14314000,3.48,YAMATO-HOLDINGS-CO-LTD,5,Industrials,Air Freight & Logistics - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",12381000,3.01,YAMATO-HOLDINGS-CO-LTD,6,Industrials,Air Freight & Logistics - NEC,NIKKEI225
"The Vanguard Group, Inc.",10329408,2.51,YAMATO-HOLDINGS-CO-LTD,7,Industrials,Air Freight & Logistics - NEC,NIKKEI225
"Mizuho Financial Group, Inc.",10247000,2.49,YAMATO-HOLDINGS-CO-LTD,8,Industrials,Air Freight & Logistics - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",9751300,2.37,YAMATO-HOLDINGS-CO-LTD,9,Industrials,Air Freight & Logistics - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,9686590,2.35,YAMATO-HOLDINGS-CO-LTD,10,Industrials,Air Freight & Logistics - NEC,NIKKEI225
Meiji Yasuda Life Insurance Co.,10358000,5.85,TOTO-LTD,1,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
Invesco Asset Management (Japan) Ltd.,8731200,4.93,TOTO-LTD,2,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",8647500,4.89,TOTO-LTD,3,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
Toto Ltd.,7626100,4.31,TOTO-LTD,4,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
"Asset Management One Co., Ltd.",6290300,3.55,TOTO-LTD,5,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
Fidelity Management & Research Co.,5887960,3.33,TOTO-LTD,6,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
Nippon Life Insurance Co.,5393000,3.05,TOTO-LTD,7,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
Massachusetts Financial Services Co.,5259400,2.97,TOTO-LTD,8,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",5002100,2.83,TOTO-LTD,9,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
"Mitsubishi UFJ Financial Group, Inc.",4400500,2.49,TOTO-LTD,10,Consumer Cyclical,Construction Supplies & Fixtures - NEC,NIKKEI225
"Sekisui Chemical Co., Ltd.",37168000,5.43,SEKISUI-HOUSE-LTD,1,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",33613000,4.91,SEKISUI-HOUSE-LTD,2,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
"Asset Management One Co., Ltd.",30095300,4.4,SEKISUI-HOUSE-LTD,3,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",23145800,3.38,SEKISUI-HOUSE-LTD,4,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
BlackRock Fund Advisors,22193190,3.24,SEKISUI-HOUSE-LTD,5,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
"The Vanguard Group, Inc.",17291963,2.53,SEKISUI-HOUSE-LTD,6,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
Sekisui House Employee Stock Ownership Plan,16347000,2.39,SEKISUI-HOUSE-LTD,7,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",16207700,2.37,SEKISUI-HOUSE-LTD,8,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,14781491,2.16,SEKISUI-HOUSE-LTD,9,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
"Mitsubishi UFJ Financial Group, Inc.",14303697,2.09,SEKISUI-HOUSE-LTD,10,Consumer Cyclical,Homebuilding - NEC,NIKKEI225
Nippon Life Insurance Co.,19387000,6.37,NISSHIN-SEIFUN-GROUP-INC,1,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Yamazaki Baking Co., Ltd.",16988986,5.58,NISSHIN-SEIFUN-GROUP-INC,2,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",16060100,5.28,NISSHIN-SEIFUN-GROUP-INC,3,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Mizuho Financial Group, Inc.",10797900,3.55,NISSHIN-SEIFUN-GROUP-INC,4,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Mitsubishi Corporation,8448000,2.78,NISSHIN-SEIFUN-GROUP-INC,5,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,7908495,2.6,NISSHIN-SEIFUN-GROUP-INC,6,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",7825000,2.57,NISSHIN-SEIFUN-GROUP-INC,7,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"The Vanguard Group, Inc.",7463390,2.45,NISSHIN-SEIFUN-GROUP-INC,8,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Nisshin Seifun Group Inc.,7024100,2.31,NISSHIN-SEIFUN-GROUP-INC,9,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
Marubeni Corporation,6284000,2.06,NISSHIN-SEIFUN-GROUP-INC,10,Consumer Non-Cyclical,Food Processing - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",63089235,4.53,MITSUBISHI-ESTATE-CO-LT,1,Financials,Real Estate Development & Operations - NEC,NIKKEI225
First Eagle Investment Management LLC,53694502,3.86,MITSUBISHI-ESTATE-CO-LT,2,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Mitsubishi Estate Co., Ltd.",52677152,3.79,MITSUBISHI-ESTATE-CO-LT,3,Financials,Real Estate Development & Operations - NEC,NIKKEI225
Meiji Yasuda Life Insurance Co.,46882000,3.37,MITSUBISHI-ESTATE-CO-LT,4,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",46097900,3.31,MITSUBISHI-ESTATE-CO-LT,5,Financials,Real Estate Development & Operations - NEC,NIKKEI225
BlackRock Fund Advisors,43042172,3.09,MITSUBISHI-ESTATE-CO-LT,6,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"The Vanguard Group, Inc.",41183767,2.96,MITSUBISHI-ESTATE-CO-LT,7,Financials,Real Estate Development & Operations - NEC,NIKKEI225
Daiwa Asset Management Co. Ltd.,23763939,1.71,MITSUBISHI-ESTATE-CO-LT,8,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Nikko Asset Management Co., Ltd.",23641700,1.7,MITSUBISHI-ESTATE-CO-LT,9,Financials,Real Estate Development & Operations - NEC,NIKKEI225
"Tokio Marine Holdings, Inc.",20300000,1.46,MITSUBISHI-ESTATE-CO-LT,10,Financials,Real Estate Development & Operations - NEC,NIKKEI225
Central Japan Railway Company,8999200,4.37,CENTRAL-JAPAN-RAILWAY-COM,1,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
"Mizuho Financial Group, Inc.",8792300,4.27,CENTRAL-JAPAN-RAILWAY-COM,2,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
Bank of Tokyo Mitsubishi UFJ Pension Fund,7125000,3.46,CENTRAL-JAPAN-RAILWAY-COM,3,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",6852000,3.33,CENTRAL-JAPAN-RAILWAY-COM,4,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
"Mitsubishi UFJ Financial Group, Inc.",6678100,3.24,CENTRAL-JAPAN-RAILWAY-COM,5,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
"Asset Management One Co., Ltd.",6519500,3.16,CENTRAL-JAPAN-RAILWAY-COM,6,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
"Nomura Asset Management Co., Ltd.",5771193,2.8,CENTRAL-JAPAN-RAILWAY-COM,7,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
"The Vanguard Group, Inc.",5160898,2.51,CENTRAL-JAPAN-RAILWAY-COM,8,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
Nippon Life Insurance Co.,5000000,2.43,CENTRAL-JAPAN-RAILWAY-COM,9,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
Toyota Motor Corporation,4000000,1.94,CENTRAL-JAPAN-RAILWAY-COM,10,Industrials,"Passenger Transportation, Ground & Sea - NEC",NIKKEI225
Fidelity Management & Research Co.,32506173,7.61,MINEBEAMITSUMI-INC,1,Industrials,Industrial Machinery & Equipment - NEC,NIKKEI225
"Nomura Asset Management Co., Ltd.",25039200,5.86,MINEBEAMITSUMI-INC,2,Industrials,Industrial Machinery & Equipment - NEC,NIKKEI225
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",24148676,5.65,MINEBEAMITSUMI-INC,3,Industrials,Industrial Machinery & Equipment - NEC,NIKKEI225
MinebeaMitsumi Inc.,18676133,4.37,MINEBEAMITSUMI-INC,4,Industrials,Industrial Machinery & Equipment - NEC,NIKKEI225
Takahashi Industrial & Economic Research Foundation,15447000,3.62,MINEBEAMITSUMI-INC,5,Industrials,Industrial Machinery & Equipment - NEC,NIKKEI225
